,Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
49252,49253,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
49253,49254,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
49254,49255,S92000003,P,1,1,5,2,2,1,2,1,2,1,9,3,3,4
49255,49256,S92000003,P,1,2,5,2,2,1,1,1,2,1,9,6,2,3
49256,49257,S92000003,P,2,2,4,1,2,1,4,1,1,8,X,X,X,4
49257,49258,S92000003,P,1,1,2,1,2,1,1,1,1,2,9,3,3,3
49258,49259,S92000003,P,1,2,3,1,2,1,1,1,2,3,7,4,X,3
49259,49260,S92000003,P,0,2,7,4,2,1,1,1,2,5,9,5,X,4
49260,49261,S92000003,P,2,1,3,1,2,1,2,1,2,3,9,4,X,2
49261,49262,S92000003,P,4,2,3,1,2,1,1,1,1,1,9,8,2,4
49262,49263,S92000003,P,1,2,7,2,2,1,2,1,9,5,5,5,X,4
49263,49264,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49264,49265,S92000003,P,2,1,3,2,2,1,1,1,2,1,5,1,3,3
49265,49266,S92000003,P,1,2,3,2,2,1,1,1,2,1,2,11,3,1
49266,49267,S92000003,P,1,2,3,2,2,1,2,1,2,1,2,11,3,2
49267,49268,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49268,49269,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
49269,49270,S92000003,P,0,2,8,5,2,1,2,1,9,5,4,9,X,2
49270,49271,S92000003,P,1,2,3,2,2,1,2,1,2,1,4,7,2,2
49271,49272,S92000003,P,4,1,2,1,1,1,1,1,2,4,9,4,2,3
49272,49273,S92000003,P,1,2,5,2,2,1,2,1,2,1,4,10,3,2
49273,49274,S92000003,P,1,1,5,2,2,1,2,1,1,2,3,8,4,2
49274,49275,S92000003,P,0,1,5,1,2,1,1,1,1,1,5,8,3,3
49275,49276,S92000003,P,0,1,4,1,2,2,1,1,2,2,5,3,4,3
49276,49277,S92000003,P,1,1,7,2,2,1,1,1,2,5,2,10,X,1
49277,49278,S92000003,P,3,1,8,5,2,1,2,1,2,5,9,1,X,4
49278,49279,S92000003,P,4,1,1,1,1,1,1,2,1,X,X,X,X,X
49279,49280,S92000003,P,1,1,5,2,2,1,2,1,1,2,3,10,4,4
49280,49281,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49281,49282,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49282,49283,S92000003,P,1,2,4,2,2,1,1,1,1,2,3,12,2,3
49283,49284,S92000003,P,4,1,3,1,2,1,2,1,1,2,5,2,3,2
49284,49285,S92000003,P,1,1,7,2,2,1,2,1,2,5,5,3,X,4
49285,49286,S92000003,P,1,1,4,2,2,1,2,1,9,2,5,8,3,3
49286,49287,S92000003,P,2,2,5,1,2,1,1,1,2,1,4,7,3,1
49287,49288,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49288,49289,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
49289,49290,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,10,X,1
49290,49291,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49291,49292,S92000003,P,1,1,4,2,2,1,2,1,2,1,2,2,4,1
49292,49293,S92000003,P,1,1,1,1,1,1,1,1,9,X,X,X,X,X
49293,49294,S92000003,P,1,2,1,1,2,1,2,1,9,X,X,X,X,X
49294,49295,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49295,49296,S92000003,P,1,2,7,2,2,1,2,1,2,5,4,2,X,2
49296,49297,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
49297,49298,S92000003,P,0,2,8,5,2,1,2,1,2,5,7,4,X,4
49298,49299,S92000003,P,0,1,5,3,2,1,2,1,2,1,5,8,3,3
49299,49300,S92000003,P,1,1,6,2,2,1,3,1,2,1,1,6,3,1
49300,49301,S92000003,P,0,2,4,1,2,1,2,1,2,1,2,11,3,2
49301,49302,S92000003,P,1,1,5,2,2,1,1,1,2,1,3,9,3,2
49302,49303,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49303,49304,S92000003,P,1,1,6,2,2,1,2,1,2,5,2,10,X,1
49304,49305,S92000003,P,1,1,5,2,2,1,1,1,2,1,7,4,3,4
49305,49306,S92000003,P,1,1,8,2,2,2,2,1,2,5,2,8,X,1
49306,49307,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49307,49308,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49308,49309,S92000003,P,1,2,8,2,2,1,2,1,2,5,8,2,X,4
49309,49310,S92000003,P,0,2,5,4,2,1,3,1,1,1,4,7,3,2
49310,49311,S92000003,P,1,1,7,2,2,1,1,1,2,5,1,3,X,2
49311,49312,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
49312,49313,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
49313,49314,S92000003,P,1,1,5,2,2,1,1,1,2,1,3,4,3,2
49314,49315,S92000003,P,2,1,3,1,2,1,1,1,1,1,5,4,3,3
49315,49316,S92000003,P,1,2,5,2,2,1,1,1,1,1,4,9,3,3
49316,49317,S92000003,P,1,1,5,2,2,1,2,1,2,2,8,6,4,4
49317,49318,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,9,2,2
49318,49319,S92000003,P,0,1,6,5,2,1,1,1,2,5,1,3,X,1
49319,49320,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49320,49321,S92000003,P,1,1,7,2,2,1,2,1,2,5,3,2,X,2
49321,49322,S92000003,P,1,2,7,2,2,1,2,1,2,5,2,10,X,2
49322,49323,S92000003,P,1,1,6,2,2,1,1,1,2,1,2,8,3,1
49323,49324,S92000003,P,2,2,5,1,2,1,1,1,2,1,2,2,3,1
49324,49325,S92000003,P,1,2,3,2,2,1,1,1,1,1,2,8,3,2
49325,49326,S92000003,P,1,1,8,2,2,1,3,1,2,5,5,2,X,3
49326,49327,S92000003,P,4,1,2,1,2,1,2,1,2,3,X,X,X,4
49327,49328,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49328,49329,S92000003,P,1,1,2,1,1,1,1,1,2,4,9,5,1,1
49329,49330,S92000003,P,4,1,5,1,2,1,3,1,1,7,4,9,X,2
49330,49331,S92000003,P,1,2,8,2,2,1,3,1,2,5,6,11,X,2
49331,49332,S92000003,P,1,2,7,2,2,1,3,1,2,5,9,5,X,3
49332,49333,S92000003,P,1,2,2,1,2,1,1,1,9,1,7,4,3,2
49333,49334,S92000003,P,1,2,5,2,2,1,1,1,9,1,4,8,3,1
49334,49335,S92000003,P,1,2,6,2,2,1,1,1,9,1,7,4,2,1
49335,49336,S92000003,P,2,1,4,1,2,1,2,1,1,1,3,11,3,2
49336,49337,S92000003,P,0,2,3,1,2,1,1,1,2,1,3,4,3,2
49337,49338,S92000003,P,1,2,5,2,2,1,1,1,1,1,1,8,3,2
49338,49339,S92000003,P,1,1,8,2,2,1,2,1,1,5,4,9,X,2
49339,49340,S92000003,P,4,2,4,1,2,1,1,1,2,1,3,9,3,2
49340,49341,S92000003,P,1,2,2,1,2,1,1,1,2,1,2,10,4,3
49341,49342,S92000003,P,1,1,6,2,2,1,4,1,2,8,8,6,X,4
49342,49343,S92000003,P,0,2,5,3,2,1,2,1,1,1,4,8,3,2
49343,49344,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
49344,49345,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49345,49346,S92000003,P,1,2,4,2,2,1,1,1,2,1,1,4,2,1
49346,49347,S92000003,P,1,2,6,2,2,1,2,1,2,1,4,9,3,2
49347,49348,S92000003,P,0,1,4,1,2,1,3,1,2,8,5,3,X,3
49348,49349,S92000003,P,1,2,4,2,2,1,2,1,2,1,1,7,3,2
49349,49350,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49350,49351,S92000003,P,2,2,3,1,2,1,2,1,1,1,2,10,3,1
49351,49352,S92000003,P,1,2,7,2,2,1,2,1,2,5,7,4,X,3
49352,49353,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,13,3,2
49353,49354,S92000003,P,1,1,5,2,2,1,2,1,1,1,8,2,3,4
49354,49355,S92000003,P,3,2,1,1,2,1,2,1,1,X,X,X,X,X
49355,49356,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
49356,49357,S92000003,P,1,1,2,1,1,1,1,1,1,4,7,4,1,2
49357,49358,S92000003,P,0,1,6,4,2,1,3,1,2,5,8,2,X,4
49358,49359,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
49359,49360,S92000003,P,0,2,7,4,2,1,3,1,2,5,7,4,X,4
49360,49361,S92000003,P,1,2,7,2,2,1,1,1,2,1,4,13,2,2
49361,49362,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49362,49363,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49363,49364,S92000003,P,1,2,5,2,2,1,2,1,2,7,X,X,X,2
49364,49365,S92000003,P,1,2,4,2,2,2,1,1,2,1,1,6,3,1
49365,49366,S92000003,P,1,1,4,2,2,1,2,1,2,1,5,2,3,2
49366,49367,S92000003,P,1,1,3,2,2,1,1,1,1,1,3,8,4,2
49367,49368,S92000003,P,1,2,6,2,2,2,3,1,2,9,9,8,X,3
49368,49369,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49369,49370,S92000003,P,0,2,7,5,2,1,3,1,2,5,4,11,X,2
49370,49371,S92000003,P,1,1,5,2,2,1,1,1,2,1,5,3,4,3
49371,49372,S92000003,P,1,1,5,2,2,1,1,1,2,1,2,10,4,1
49372,49373,S92000003,P,1,2,7,2,2,2,2,1,2,5,4,7,X,1
49373,49374,S92000003,P,1,2,5,2,2,1,1,1,2,1,4,4,3,2
49374,49375,S92000003,P,0,1,6,4,2,1,1,1,9,1,8,6,3,3
49375,49376,S92000003,P,1,1,8,2,2,1,3,1,2,5,2,8,X,1
49376,49377,S92000003,P,3,1,2,1,2,1,1,1,2,1,3,9,3,1
49377,49378,S92000003,P,0,2,8,5,2,1,1,1,9,5,4,3,X,2
49378,49379,S92000003,P,4,2,3,1,2,1,1,1,2,1,7,4,1,4
49379,49380,S92000003,P,2,2,6,3,2,1,5,1,2,5,9,11,X,4
49380,49381,S92000003,P,2,2,5,4,2,1,2,1,2,1,4,7,2,4
49381,49382,S92000003,P,4,2,4,1,2,1,3,1,2,1,3,6,3,4
49382,49383,S92000003,P,0,2,6,1,2,1,5,1,2,8,9,2,X,4
49383,49384,S92000003,P,0,1,3,1,2,2,1,1,1,1,8,3,1,4
49384,49385,S92000003,P,1,1,7,2,2,1,3,1,2,5,5,2,X,3
49385,49386,S92000003,P,4,2,4,2,2,1,3,1,2,8,6,13,X,4
49386,49387,S92000003,P,1,2,4,2,2,1,2,1,1,1,2,9,3,1
49387,49388,S92000003,P,1,2,5,2,2,1,2,1,2,1,7,4,3,4
49388,49389,S92000003,P,3,1,7,5,2,1,1,1,2,5,9,7,X,4
49389,49390,S92000003,P,0,1,5,4,2,1,4,1,2,8,8,6,X,3
49390,49391,S92000003,C,X,1,7,4,2,1,4,1,2,5,8,2,X,X
49391,49392,S92000003,P,0,2,7,5,2,1,2,1,2,9,8,2,X,4
49392,49393,S92000003,P,4,2,3,1,2,1,1,1,1,1,6,6,2,3
49393,49394,S92000003,P,2,2,2,1,2,1,1,1,2,1,4,7,3,2
49394,49395,S92000003,P,1,1,3,2,2,1,3,1,2,8,5,3,X,3
49395,49396,S92000003,P,1,2,4,2,2,1,3,1,2,1,2,11,2,3
49396,49397,S92000003,P,4,2,5,4,2,1,4,1,1,8,X,X,X,4
49397,49398,S92000003,P,1,2,2,1,1,1,1,1,2,4,7,4,1,4
49398,49399,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
49399,49400,S92000003,P,0,2,5,1,2,1,1,1,1,1,1,9,3,1
49400,49401,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
49401,49402,S92000003,P,1,2,5,2,2,1,1,1,1,1,7,4,2,4
49402,49403,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49403,49404,S92000003,P,1,2,6,2,2,1,2,1,2,1,9,11,1,4
49404,49405,S92000003,P,2,2,2,1,2,1,2,1,1,1,6,11,3,2
49405,49406,S92000003,P,1,1,5,2,2,1,1,1,1,1,8,6,4,3
49406,49407,S92000003,P,1,2,6,2,2,1,4,1,2,8,6,11,X,3
49407,49408,S92000003,P,4,2,2,1,2,1,1,1,2,1,4,7,3,2
49408,49409,S92000003,C,X,2,5,1,2,1,2,1,1,8,X,X,X,X
49409,49410,S92000003,P,1,2,6,2,2,1,1,1,2,1,3,13,1,2
49410,49411,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,8,3,1
49411,49412,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
49412,49413,S92000003,P,4,2,7,5,2,1,2,1,2,5,9,8,X,4
49413,49414,S92000003,P,1,2,4,2,2,1,1,1,1,1,4,9,2,3
49414,49415,S92000003,P,4,2,1,1,2,1,2,1,1,X,X,X,X,X
49415,49416,S92000003,P,0,1,5,3,2,1,2,1,2,3,8,10,X,3
49416,49417,S92000003,P,0,2,7,5,2,1,1,1,2,1,3,8,2,2
49417,49418,S92000003,P,0,1,4,1,2,1,2,1,2,1,5,8,3,3
49418,49419,S92000003,P,0,1,4,4,2,1,1,1,2,1,5,5,3,4
49419,49420,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49420,49421,S92000003,P,0,1,2,1,2,1,2,1,1,3,5,13,X,4
49421,49422,S92000003,P,0,2,3,1,2,1,4,1,1,8,3,9,X,2
49422,49423,S92000003,P,2,2,3,1,2,1,2,1,1,1,4,4,2,4
49423,49424,S92000003,P,1,1,5,2,2,1,1,1,2,1,9,2,3,4
49424,49425,S92000003,P,1,2,4,2,2,1,2,1,1,1,4,6,2,4
49425,49426,S92000003,P,1,2,2,1,1,1,1,1,2,4,X,X,X,2
49426,49427,S92000003,P,4,2,3,1,2,1,2,1,1,1,2,11,2,2
49427,49428,S92000003,P,4,1,3,1,2,1,1,1,1,1,9,4,3,2
49428,49429,S92000003,P,1,1,6,2,2,1,1,1,2,1,8,2,3,4
49429,49430,S92000003,P,2,2,3,1,2,1,2,1,1,1,1,4,4,3
49430,49431,S92000003,P,1,1,5,2,2,1,1,1,2,1,2,2,3,1
49431,49432,S92000003,P,1,2,6,2,2,1,1,1,9,1,4,13,2,2
49432,49433,S92000003,P,1,2,3,1,2,1,1,1,2,1,4,8,3,2
49433,49434,S92000003,P,0,2,8,5,2,1,5,1,2,8,9,11,X,4
49434,49435,S92000003,P,2,2,2,1,2,1,1,1,1,1,7,9,3,1
49435,49436,S92000003,P,1,2,2,1,2,1,1,1,1,3,6,13,X,2
49436,49437,S92000003,P,1,1,5,2,2,1,2,1,9,1,6,11,2,1
49437,49438,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
49438,49439,S92000003,P,2,2,4,1,2,1,1,1,1,1,7,4,3,4
49439,49440,S92000003,P,0,1,3,1,2,1,1,1,1,2,1,4,3,2
49440,49441,S92000003,P,1,2,5,2,2,1,4,1,2,8,4,11,X,2
49441,49442,S92000003,P,1,2,6,2,2,1,1,1,2,1,6,11,1,4
49442,49443,S92000003,P,1,2,6,2,2,1,2,1,1,5,8,2,X,4
49443,49444,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
49444,49445,S92000003,P,2,2,2,1,2,1,1,1,1,7,X,X,X,4
49445,49446,S92000003,P,1,1,6,2,2,1,1,1,2,1,9,2,3,4
49446,49447,S92000003,P,0,2,8,5,2,1,3,1,2,5,9,11,X,4
49447,49448,S92000003,P,0,1,4,1,2,1,1,1,1,3,5,4,X,4
49448,49449,S92000003,P,0,1,7,1,2,1,2,1,2,1,1,2,3,2
49449,49450,S92000003,P,2,2,2,1,1,1,1,1,1,4,7,4,1,3
49450,49451,S92000003,P,4,2,4,1,2,1,1,1,1,1,8,2,3,4
49451,49452,S92000003,P,2,1,3,4,2,2,1,1,1,1,3,6,3,2
49452,49453,S92000003,P,1,2,5,2,2,1,2,1,1,9,5,5,X,4
49453,49454,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49454,49455,S92000003,P,1,1,4,2,2,1,2,1,2,1,2,13,4,1
49455,49456,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49456,49457,S92000003,C,X,2,3,1,2,1,1,1,2,8,X,X,X,X
49457,49458,S92000003,P,4,2,6,4,2,1,5,1,2,8,9,2,X,4
49458,49459,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
49459,49460,S92000003,P,1,1,3,2,2,1,1,1,1,2,3,8,3,2
49460,49461,S92000003,P,4,2,5,3,2,1,1,1,9,1,9,5,3,4
49461,49462,S92000003,P,2,2,3,1,2,1,1,1,1,1,4,9,3,2
49462,49463,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
49463,49464,S92000003,P,1,1,7,2,2,1,3,1,2,1,9,8,3,3
49464,49465,S92000003,P,2,2,4,1,2,1,4,1,1,9,X,X,X,4
49465,49466,S92000003,P,4,2,2,1,2,1,1,1,2,3,6,11,X,4
49466,49467,S92000003,P,1,2,6,2,2,1,2,1,2,5,9,11,X,4
49467,49468,S92000003,P,2,2,3,4,2,1,3,1,2,7,7,5,X,2
49468,49469,S92000003,P,2,2,2,1,2,1,1,1,9,1,4,4,3,2
49469,49470,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
49470,49471,S92000003,P,2,2,3,1,2,1,2,1,2,1,7,5,2,4
49471,49472,S92000003,P,1,1,5,2,2,1,4,1,2,2,8,10,2,4
49472,49473,S92000003,P,2,1,5,1,2,1,2,1,1,1,9,2,3,4
49473,49474,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
49474,49475,S92000003,P,0,2,5,1,2,1,1,1,1,2,6,13,2,3
49475,49476,S92000003,P,2,2,4,1,2,1,1,1,2,1,7,6,3,2
49476,49477,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49477,49478,S92000003,P,0,1,7,5,2,1,4,1,1,8,9,3,X,4
49478,49479,S92000003,P,4,2,1,1,2,1,3,1,1,X,X,X,X,X
49479,49480,S92000003,P,1,1,5,2,2,1,4,1,1,1,9,10,2,2
49480,49481,S92000003,P,4,2,4,3,2,1,2,1,2,1,9,12,2,4
49481,49482,S92000003,P,4,2,5,4,2,1,2,1,2,8,9,2,X,4
49482,49483,S92000003,P,2,1,4,4,2,1,3,1,1,1,3,9,4,2
49483,49484,S92000003,P,0,2,8,5,2,1,3,1,1,5,7,4,X,4
49484,49485,S92000003,P,2,2,5,1,2,1,2,1,1,1,6,11,3,2
49485,49486,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
49486,49487,S92000003,P,1,2,6,2,2,1,2,1,2,5,8,2,X,3
49487,49488,S92000003,P,1,1,2,1,2,1,2,1,1,1,5,8,3,1
49488,49489,S92000003,P,1,1,4,1,2,1,1,1,1,1,3,12,3,3
49489,49490,S92000003,P,2,2,5,4,2,1,1,1,1,1,4,9,3,2
49490,49491,S92000003,P,0,2,3,1,1,1,2,1,1,6,2,8,X,2
49491,49492,S92000003,P,2,1,5,4,2,1,1,1,1,1,5,2,3,3
49492,49493,S92000003,P,1,1,6,2,2,1,1,1,2,1,5,3,3,2
49493,49494,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
49494,49495,S92000003,P,1,1,5,2,2,1,1,1,1,2,2,8,3,1
49495,49496,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
49496,49497,S92000003,P,1,1,7,2,2,1,2,1,2,2,3,12,3,2
49497,49498,S92000003,P,1,2,4,2,2,1,1,1,1,1,2,9,3,2
49498,49499,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
49499,49500,S92000003,P,0,1,8,2,2,1,3,1,2,5,1,10,X,2
49500,49501,S92000003,P,1,2,4,2,2,1,1,1,2,1,6,10,2,2
49501,49502,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
49502,49503,S92000003,P,1,1,4,2,2,1,2,1,1,1,4,9,3,2
49503,49504,S92000003,P,1,1,8,2,2,1,1,1,2,5,8,2,X,4
49504,49505,S92000003,P,4,2,8,5,2,1,1,1,2,5,4,9,X,2
49505,49506,S92000003,P,1,1,2,1,2,1,1,1,9,1,5,3,3,3
49506,49507,S92000003,P,1,1,7,2,2,1,3,1,2,5,4,11,X,2
49507,49508,S92000003,P,4,2,2,1,2,1,2,1,1,7,4,8,X,2
49508,49509,S92000003,P,1,2,6,2,2,1,1,1,1,1,2,11,2,2
49509,49510,S92000003,P,4,2,4,3,2,1,1,1,1,1,7,8,2,4
49510,49511,S92000003,P,0,2,5,4,2,1,2,1,2,1,3,8,3,2
49511,49512,S92000003,P,1,1,1,1,1,1,1,1,6,X,X,X,X,X
49512,49513,S92000003,P,1,2,3,2,2,1,1,1,1,1,2,7,3,1
49513,49514,S92000003,P,1,2,8,2,2,1,3,1,2,5,4,3,X,1
49514,49515,S92000003,P,0,1,8,5,2,1,2,1,2,5,5,2,X,3
49515,49516,S92000003,P,0,1,4,4,2,1,3,1,1,8,5,5,X,4
49516,49517,S92000003,P,0,2,7,4,2,1,3,1,2,1,9,3,1,4
49517,49518,S92000003,P,4,1,4,1,2,1,3,1,1,8,9,2,X,4
49518,49519,S92000003,P,0,1,4,1,2,1,2,1,1,1,7,4,2,4
49519,49520,S92000003,P,1,1,3,2,2,2,1,1,6,1,2,10,3,1
49520,49521,S92000003,P,2,2,3,1,2,2,1,1,2,1,4,11,2,3
49521,49522,S92000003,P,2,1,5,1,2,1,1,1,1,1,7,5,3,4
49522,49523,S92000003,P,1,1,2,1,1,2,1,1,2,6,X,X,X,4
49523,49524,S92000003,P,4,2,1,1,2,1,2,3,6,X,X,X,X,X
49524,49525,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
49525,49526,S92000003,P,1,1,5,2,2,1,1,1,2,1,8,2,3,3
49526,49527,S92000003,P,0,1,7,5,2,1,2,1,2,5,2,2,X,1
49527,49528,S92000003,P,2,1,5,1,2,1,1,1,1,1,5,4,3,2
49528,49529,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
49529,49530,S92000003,P,1,1,7,2,2,1,4,1,2,5,5,7,X,4
49530,49531,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
49531,49532,S92000003,P,5,2,2,1,1,2,2,3,1,6,X,X,X,2
49532,49533,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
49533,49534,S92000003,P,4,2,4,1,2,1,2,1,1,7,9,5,X,4
49534,49535,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
49535,49536,S92000003,P,1,1,4,2,2,1,1,1,1,1,1,7,2,1
49536,49537,S92000003,P,0,1,6,4,2,1,4,1,2,3,9,2,X,4
49537,49538,S92000003,P,1,2,3,2,2,2,2,3,1,2,2,7,3,2
49538,49539,S92000003,P,0,1,5,4,2,1,1,1,9,1,2,9,3,1
49539,49540,S92000003,P,0,2,2,1,1,1,2,1,2,4,5,5,3,2
49540,49541,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
49541,49542,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
49542,49543,S92000003,P,0,2,6,1,2,1,4,1,3,1,2,10,3,1
49543,49544,S92000003,P,1,1,4,2,2,1,1,1,1,1,4,2,3,2
49544,49545,S92000003,P,0,1,3,1,2,1,1,3,1,1,3,7,3,1
49545,49546,S92000003,P,4,2,1,1,1,2,1,1,1,X,X,X,X,X
49546,49547,S92000003,P,0,1,4,1,2,1,3,1,1,8,5,3,X,2
49547,49548,S92000003,P,0,2,8,4,2,1,2,1,2,5,4,9,X,2
49548,49549,S92000003,P,1,2,2,1,1,2,1,4,2,6,2,6,X,4
49549,49550,S92000003,P,2,1,4,1,2,1,1,1,2,1,2,7,3,1
49550,49551,S92000003,P,0,2,3,1,2,1,1,1,2,1,3,7,3,1
49551,49552,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
49552,49553,S92000003,P,1,1,6,2,2,1,2,1,2,1,8,4,3,4
49553,49554,S92000003,P,0,2,3,1,2,1,1,1,1,1,3,7,3,2
49554,49555,S92000003,P,0,2,8,5,2,1,2,1,2,5,4,8,X,2
49555,49556,S92000003,P,0,1,6,5,2,1,1,1,9,1,9,6,3,3
49556,49557,S92000003,P,2,1,2,1,2,1,2,1,1,1,7,4,3,4
49557,49558,S92000003,P,2,2,2,1,2,1,1,1,1,7,7,4,X,4
49558,49559,S92000003,P,1,1,7,2,2,2,3,3,6,5,1,8,X,2
49559,49560,S92000003,P,1,1,1,1,2,1,1,3,6,X,X,X,X,X
49560,49561,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
49561,49562,S92000003,P,0,1,5,1,2,1,1,1,1,9,2,9,X,1
49562,49563,S92000003,P,0,1,2,1,1,1,1,1,2,6,X,X,X,2
49563,49564,S92000003,P,1,1,4,2,2,1,1,1,1,1,3,7,3,1
49564,49565,S92000003,P,2,2,3,1,2,2,1,1,1,1,4,10,3,2
49565,49566,S92000003,P,1,2,8,2,2,1,1,1,2,5,9,5,X,4
49566,49567,S92000003,P,1,1,5,2,2,1,2,1,2,2,5,3,2,3
49567,49568,S92000003,P,3,1,4,4,2,1,2,1,2,2,2,8,3,2
49568,49569,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
49569,49570,S92000003,P,1,1,3,2,2,1,1,1,1,1,6,8,3,2
49570,49571,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
49571,49572,S92000003,P,2,1,3,1,2,1,1,1,1,1,2,6,3,1
49572,49573,S92000003,P,0,1,3,1,1,1,1,1,9,4,3,6,2,2
49573,49574,S92000003,P,1,2,5,2,2,1,1,1,1,1,4,9,2,3
49574,49575,S92000003,P,0,2,6,4,2,1,2,1,1,5,4,3,X,2
49575,49576,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
49576,49577,S92000003,P,2,2,5,1,2,1,2,1,2,1,2,11,3,2
49577,49578,S92000003,P,2,1,3,1,1,1,1,1,2,4,2,10,1,2
49578,49579,S92000003,P,0,2,3,1,2,2,1,1,1,1,2,4,3,1
49579,49580,S92000003,P,0,2,5,3,2,1,1,1,9,1,4,10,3,2
49580,49581,S92000003,P,0,2,2,1,1,2,3,1,1,4,6,11,1,3
49581,49582,S92000003,P,0,2,2,1,1,1,1,1,1,4,7,4,2,2
49582,49583,S92000003,P,4,2,3,4,1,2,1,1,2,4,6,11,3,2
49583,49584,S92000003,P,1,1,1,1,1,2,1,1,2,X,X,X,X,X
49584,49585,S92000003,P,5,2,3,1,2,1,2,1,9,1,4,7,3,3
49585,49586,S92000003,P,2,1,3,1,2,1,1,1,1,3,9,2,X,4
49586,49587,S92000003,P,0,2,6,4,2,1,2,1,2,5,7,4,X,4
49587,49588,S92000003,P,0,1,3,1,2,1,1,1,2,1,3,12,3,2
49588,49589,S92000003,P,0,2,2,1,1,2,2,1,1,6,9,5,X,2
49589,49590,S92000003,C,X,2,2,1,1,2,2,3,2,6,X,X,X,X
